speciesID,group,family,genus,species,scientificName,commonName,decimalLatitude,decimalLongitude,date,status,recordType,freshMarineIntro,waterbody
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2010-10-28,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2010-10-28,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2009-10-13,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2005-05-18,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2017-06-09,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2009-10-13,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2016-06-01,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2007-11-14,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2012-07-31,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2002-05-13,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2011-11-03,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2013-06-13,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2014-06-25,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2013-06-13,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2007-11-14,established,Literature,Freshwater,MTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.53419,-82.73262,2020-02-20,,Literature,,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.553634,-82.743874,2000-07-15,established,Specimen,Marine,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.5592,-82.7268,2000-06-17,established,Personal communication,Marine,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.573,-82.7635,2000-07-17,established,Personal communication,Marine,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.5911,-82.7658,2000-05-22,collected,Specimen,Freshwater,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.5917,-82.7628,2000-11-02,collected,Specimen,Freshwater,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.5917,-82.7628,2001-05-22,collected,Specimen,Freshwater,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.614874,-82.737951,2000-07-15,established,Personal communication,Marine,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.615558,-82.724819,2000-07-15,established,Personal communication,Marine,LTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.62664,-82.73136,2019-03-31,,Literature,,LTB
1089,Mammals,Myocastoridae,Myocastor,coypus,Myocastor coypus,nutria,27.63587,-82.74049,2013-12-24,unknown,Literature,,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.6782,-82.7414,2000-07-26,established,Personal communication,Marine,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.68446,-82.72466,2019-04-05,established,Literature,Freshwater,LTB
1086,Reptiles,Varanidae,Varanus,salvator,Varanus salvator,Common Water Monitor,27.68451,-82.72776,2023-04-13,unknown,Literature,,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.71694,-82.73476,2022-04-04,established,NAS sighting report,Freshwater,LTB
963,Fishes,Scorpaenidae,Pterois,volitans/miles,Pterois volitans/miles,lionfish,27.73557,-82.75286,2015-04-09,established,NAS sighting report,Marine,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.7374,-82.7551,2000-07-26,established,Personal communication,Marine,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.74436,-82.73468,2017-08-23,established,Literature,Freshwater,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.75503,-82.7376,2019-04-22,,Literature,,LTB
2552,Reptiles,Pythonidae,Python,bivittatus,Python bivittatus,Burmese Python,27.76274,-82.73773,2020-07-06,,Literature,,LTB
963,Fishes,Scorpaenidae,Pterois,volitans/miles,Pterois volitans/miles,lionfish,27.7681,-82.7706,2006-10-10,established,Literature,Marine,LTB
963,Fishes,Scorpaenidae,Pterois,volitans/miles,Pterois volitans/miles,lionfish,27.7681,-82.7706,2014-01-08,established,Personal communication,Marine,LTB
2788,Fishes,Cichlidae,Oreochromis,sp.,Oreochromis sp.,tilapia,27.77912,-82.73057,2020-08-16,,Literature,,LTB
482,Fishes,Cichlidae,Tilapia,mariae,Tilapia mariae,Spotted Tilapia,27.79663,-82.7481,2024-02-17,,Literature,,LTB
482,Fishes,Cichlidae,Tilapia,mariae,Tilapia mariae,Spotted Tilapia,27.79809,-82.7479,2024-03-03,,Literature,,LTB
482,Fishes,Cichlidae,Tilapia,mariae,Tilapia mariae,Spotted Tilapia,27.79809,-82.7479,2024-03-03,,Literature,,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.7767,-82.77733,2019-01-18,established,Literature,Freshwater,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.7829,-82.7829,2000-07-26,established,Personal communication,Marine,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.80696,-82.78529,2022-08-01,,Literature,,LTB
443,Fishes,Cichlidae,Herichthys,cyanoguttatus,Herichthys cyanoguttatus,Rio Grande Cichlid,27.83447,-82.80922,2021-03-23,,Literature,,LTB
463,Fishes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,Blue Tilapia,27.8347,-82.80909,2023-02-06,,Literature,,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.83848,-82.80245,2019-07-06,,Literature,,LTB
249,Plants,Nymphaeaceae,Nymphaea,lotus,Nymphaea lotus,white Egyptian lotus,27.83894,-82.81007,2017-10-14,,Literature,,LTB
1261,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Red-eared Slider,27.84149,-82.81549,2014-08-30,unknown,Specimen,Freshwater,LTB
1261,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Red-eared Slider,27.84149,-82.81549,2014-08-30,unknown,Specimen,Freshwater,LTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.63263,-82.71894,2014-11-14,established,Literature,Freshwater,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.63339,-82.72204,2014-10-11,established,Literature,Freshwater,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.646545,-82.717588,2000-07-06,established,Specimen,Marine,LTB
1261,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Red-eared Slider,27.74235,-82.71278,2019-03-06,established,Literature,Freshwater,LTB
453,Fishes,Cichlidae,Cichlasoma,urophthalma,Cichlasoma urophthalma,Mayan Cichlid,27.74236,-82.71282,2023-06-18,,Literature,,LTB
2788,Fishes,Cichlidae,Oreochromis,sp.,Oreochromis sp.,tilapia,27.74252,-82.71301,2019-03-03,established,Literature,Freshwater,LTB
463,Fishes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,Blue Tilapia,27.74259,-82.71293,2017-02-17,,Literature,,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.74317,-82.71291,2023-06-18,,Literature,,LTB
453,Fishes,Cichlidae,Cichlasoma,urophthalma,Cichlasoma urophthalma,Mayan Cichlid,27.74318,-82.71322,2023-06-18,,Literature,,LTB
1262,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Yellow-bellied Slider,27.75151,-82.71831,2018-04-05,established,Literature,Freshwater,LTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.5497,-82.7057,2000-06-17,established,Personal communication,Marine,LTB
1259,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Pond Slider,27.71,-82.69,2007-04-26,unknown,Specimen,Freshwater,LTB
1259,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Pond Slider,27.71,-82.69,2007-04-26,unknown,Specimen,Freshwater,LTB
2788,Fishes,Cichlidae,Oreochromis,sp.,Oreochromis sp.,tilapia,27.71078,-82.68794,2022-08-14,,Literature,,LTB
2788,Fishes,Cichlidae,Oreochromis,sp.,Oreochromis sp.,tilapia,27.71329,-82.68911,2019-11-22,,Literature,,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.71398,-82.68787,2023-11-09,,Literature,,LTB
1261,Reptiles,Emydidae,Trachemys,scripta,Trachemys scripta,Red-eared Slider,27.71424,-82.68872,2012-04-21,established,Literature,Freshwater,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.71473,-82.68647,2023-03-26,,Literature,,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.71473,-82.68647,2022-12-06,,Literature,,LTB
2788,Fishes,Cichlidae,Oreochromis,sp.,Oreochromis sp.,tilapia,27.71473,-82.68647,2022-12-13,,Literature,,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.71473,-82.68647,2023-03-26,,Literature,,LTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.71475,-82.68684,2024-01-12,,Literature,,LTB
486,Fishes,Clariidae,Clarias,batrachus,Clarias batrachus,Walking Catfish,27.71485,-82.67623,2016-07-29,,Literature,,LTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.71752,-82.6888,2024-02-06,,Literature,,LTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.71761,-82.68849,2024-02-12,,Literature,,LTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.71984,-82.68973,2019-08-19,,Literature,,LTB
61,Amphibians,Eleutherodactylidae,Eleutherodactylus,planirostris,Eleutherodactylus planirostris,Greenhouse Frog,27.72719,-82.68908,2017-11-12,established,Literature,Freshwater,LTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73683,-82.69021,2020-04-30,,Literature,,LTB
2788,Fishes,Cichlidae,Oreochromis,sp.,Oreochromis sp.,tilapia,27.73685,-82.6908,2021-04-14,,Literature,,LTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.74711,-82.68785,2018-01-21,,Literature,,LTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.7648,-82.72031,2022-07-09,,Literature,,LTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2006-10-11,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2001-05-15,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2010-10-28,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2009-10-13,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2017-06-09,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2003-05-09,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2008-10-09,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2000-05-09,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2016-06-01,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2014-06-25,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2011-11-03,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2005-05-18,established,Literature,Freshwater,MTB
2633,Mollusks,Ampullariidae,Pomacea,maculata,Pomacea maculata,giant applesnail,27.73678,-82.6534,2017-06-09,established,Literature,Freshwater,MTB
234,Plants,Convolvulaceae,Ipomoea,aquatica,Ipomoea aquatica,water spinach,27.73678,-82.6534,2000-05-09,unknown,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2002-05-13,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2017-06-09,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2006-10-11,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2005-05-18,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2014-06-25,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2004-05-24,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2015-05-27,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2004-05-24,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2012-07-31,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2006-10-11,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2004-05-24,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2005-05-18,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2014-06-25,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2000-05-09,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2016-06-01,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2017-06-09,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2008-10-09,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2009-10-13,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2012-07-31,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2003-05-09,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2007-11-14,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2013-06-13,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2013-06-13,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2008-10-09,established,Literature,Freshwater,MTB
2633,Mollusks,Ampullariidae,Pomacea,maculata,Pomacea maculata,giant applesnail,27.73678,-82.6534,2014-06-25,established,Literature,Freshwater,MTB
2633,Mollusks,Ampullariidae,Pomacea,maculata,Pomacea maculata,giant applesnail,27.73678,-82.6534,2012-07-31,established,Literature,Freshwater,MTB
2633,Mollusks,Ampullariidae,Pomacea,maculata,Pomacea maculata,giant applesnail,27.73678,-82.6534,2013-06-13,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2007-11-14,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2003-05-09,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2008-10-09,established,Literature,Freshwater,MTB
1099,Plants,Araceae,Pistia,stratiotes,Pistia stratiotes,water lettuce,27.73678,-82.6534,2003-05-09,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2013-06-13,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73678,-82.6534,2006-10-11,established,Literature,Freshwater,MTB
227,Plants,Amaranthaceae,Alternanthera,philoxeroides,Alternanthera philoxeroides,alligatorweed,27.73678,-82.6534,2012-07-31,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2010-10-28,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2016-06-01,established,Literature,Freshwater,MTB
2633,Mollusks,Ampullariidae,Pomacea,maculata,Pomacea maculata,giant applesnail,27.73678,-82.6534,2015-05-27,established,Literature,Freshwater,MTB
297,Plants,Salviniaceae,Salvinia,minima,Salvinia minima,water spangles,27.73678,-82.6534,2017-06-09,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2015-05-27,established,Literature,Freshwater,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73678,-82.6534,2016-06-01,established,Literature,Freshwater,MTB
2633,Mollusks,Ampullariidae,Pomacea,maculata,Pomacea maculata,giant applesnail,27.73735,-82.65322,2007-05-29,established,Literature,Freshwater,MTB
3270,Fishes,Cichlidae,Cichlasoma,dimerus,Cichlasoma dimerus,Chanchita,27.7378063,-82.652876,2000-03-01,established,Personal communication,Freshwater,MTB
767,Fishes,Loricariidae,Pterygoplichthys,disjunctivus,Pterygoplichthys disjunctivus,Vermiculated Sailfin Catfish,27.7378063,-82.652876,2000-03-01,established,Personal communication,Freshwater,MTB
762,Fishes,Loricariidae,Hypostomus,sp.,Hypostomus sp.,suckermouth catfish,27.7378063,-82.652876,2000-03-01,collected,Personal communication,Freshwater,MTB
463,Fishes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,Blue Tilapia,27.7378063,-82.652876,2000-03-01,established,Personal communication,Freshwater,MTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.73781,-82.65288,2009-10-07,established,Literature,Freshwater,MTB
463,Fishes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,Blue Tilapia,27.73781,-82.65288,2009-10-07,established,Literature,Freshwater,MTB
468,Fishes,Cichlidae,Oreochromis,niloticus,Oreochromis niloticus,Nile Tilapia,27.73781,-82.65288,2011-11-30,established,Literature,Freshwater,MTB
767,Fishes,Loricariidae,Pterygoplichthys,disjunctivus,Pterygoplichthys disjunctivus,Vermiculated Sailfin Catfish,27.73781,-82.65288,2013-11-14,established,Literature,Freshwater,MTB
768,Fishes,Loricariidae,Pterygoplichthys,multiradiatus,Pterygoplichthys multiradiatus,Orinoco Sailfin Catfish,27.73781,-82.65288,2009-10-07,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.73272,-82.64695,2018-10-15,,Literature,,MTB
110,Mollusks,Mytilidae,Perna,viridis,Perna viridis,green mussel,27.734842,-82.63707,2006-02-06,established,NAS sighting report,Marine,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73574,-82.64745,2022-10-29,,Literature,,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73574,-82.64745,2022-10-29,,Literature,,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.73586,-82.64695,2022-10-29,,Literature,,MTB
61,Amphibians,Eleutherodactylidae,Eleutherodactylus,planirostris,Eleutherodactylus planirostris,Greenhouse Frog,27.74325,-82.64897,2017-09-23,established,Literature,Freshwater,MTB
463,Fishes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,Blue Tilapia,27.74472,-82.64772,2000-02-23,established,Specimen,Freshwater,MTB
463,Fishes,Cichlidae,Oreochromis,aureus,Oreochromis aureus,Blue Tilapia,27.74472,-82.64772,2000-02-23,established,Specimen,Freshwater,MTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.74472,-82.64772,2000-02-23,established,Specimen,Freshwater,MTB
2552,Reptiles,Pythonidae,Python,bivittatus,Python bivittatus,Burmese Python,27.75183,-82.62673,2017-06-12,,Literature,,MTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.76104,-82.64278,2024-04-01,,Literature,,MTB
486,Fishes,Clariidae,Clarias,batrachus,Clarias batrachus,Walking Catfish,27.76221,-82.63533,2004-07-20,established,Specimen,Marine,MTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.76317,-82.63666,2023-05-23,,Literature,,MTB
2954,Plants,Onagraceae,Ludwigia,peruviana,Ludwigia peruviana,Peruvian primrose-willow,27.76344,-82.63645,2019-01-09,,Literature,,MTB
768,Fishes,Loricariidae,Pterygoplichthys,multiradiatus,Pterygoplichthys multiradiatus,Orinoco Sailfin Catfish,27.73781,-82.65288,2012-10-05,established,Literature,Freshwater,MTB
486,Fishes,Clariidae,Clarias,batrachus,Clarias batrachus,Walking Catfish,27.73781,-82.65288,2009-10-07,established,Literature,Freshwater,MTB
477,Fishes,Cichlidae,Sarotherodon,melanotheron,Sarotherodon melanotheron,Blackchin Tilapia,27.76713,-82.63845,2024-11-09,,Literature,,MTB
1130,Plants,Pontederiaceae,Eichhornia,crassipes,Eichhornia crassipes,common water-hyacinth,27.7676,-82.64029,2020-12-31,,Literature,,MTB
3162,Fishes,Chaenopsidae,Protemblemaria,punctata,Protemblemaria punctata,Warthead Blenny,27.77323,-82.63043,2023-03-12,,Literature,Marine,MTB
57,Amphibians,Hylidae,Osteopilus,septentrionalis,Osteopilus septentrionalis,Cuban Treefrog,27.77915,-82.63291,2019-01-10,established,Literature,Freshwater,MTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.78577,-82.64258,2022-08-01,,Literature,,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7859,-82.6427,2007-03-10,unknown,Literature,Freshwater,MTB
61,Amphibians,Eleutherodactylidae,Eleutherodactylus,planirostris,Eleutherodactylus planirostris,Greenhouse Frog,27.78615,-82.63711,2017-12-03,established,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7866,-82.6413,2007-03-10,unknown,Literature,Freshwater,MTB
770,Fishes,Loricariidae,Pterygoplichthys,sp.,Pterygoplichthys sp.,sailfin armored catfish,27.78705,-82.64072,2020-12-04,,Literature,,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7878,-82.6421,2007-03-10,unknown,Literature,Freshwater,MTB
793,Fishes,Notopteridae,Chitala,ornata,Chitala ornata,Clown Knifefish,27.78806,-82.64139,2010-01-18,failed,Personal communication,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7881,-82.6417,2007-03-14,unknown,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7881,-82.6417,2007-03-14,unknown,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7881,-82.6417,2007-03-14,unknown,Literature,Freshwater,MTB
2942,Plants,Hydrocharitaceae,Hydrilla,verticillata,Hydrilla verticillata,whorled hydrilla,27.7881,-82.6417,2007-03-14,unknown,Literature,Freshwater,MTB
